block_number,timestamp
16097609,1669989947
16097597,1669989803
16097585,1669989659
16097573,1669989515
16097561,1669989371
16097549,1669989227
16097537,1669989083
16097525,1669988939
16097513,1669988795
16097501,1669988651
16097489,1669988507
16097477,1669988363
16097465,1669988219
16097454,1669988087
16097442,1669987943
16097430,1669987799
16097418,1669987655
16097406,1669987511
16097394,1669987367
16097382,1669987223
16097370,1669987079
16097358,1669986935
16097346,1669986791
16097334,1669986647
16097322,1669986503
16097310,1669986359
16097298,1669986215
16097286,1669986071
16097274,1669985927
16097262,1669985783
16097250,1669985639
16097238,1669985495
16097226,1669985351
16097215,1669985207
16097203,1669985063
16097191,1669984919
16097179,1669984775
16097167,1669984631
16097155,1669984487
16097144,1669984343
16097132,1669984199
16097120,1669984055
16097109,1669983923
16097097,1669983779
16097085,1669983635
16097073,1669983491
16097061,1669983347
16097049,1669983203
16097037,1669983059
16097025,1669982915
16097013,1669982771
16097001,1669982627
16096989,1669982483
16096976,1669982327
16096965,1669982183
16096953,1669982039
16096941,1669981895
16096929,1669981751
16096917,1669981607
16096905,1669981463
16096893,1669981319
16096881,1669981175
16096869,1669981031
16096856,1669980875
16096844,1669980731
16096832,1669980587
16096820,1669980443
16096808,1669980299
16135961,1670453891
16135949,1670453747
16135937,1670453603
16135925,1670453459
16135913,1670453315
16135901,1670453171
16135889,1670453027
16135877,1670452883
16135865,1670452739
16135853,1670452595
16135841,1670452451
16135828,1670452295
16135816,1670452151
16135804,1670452007
16135792,1670451863
16135780,1670451719
16135769,1670451587
16135757,1670451443
16135746,1670451311
16135734,1670451167
16135722,1670451023
16135711,1670450879
16135699,1670450735
16135687,1670450591
16135675,1670450447
16135664,1670450315
16135652,1670450171
16135640,1670450027
16135628,1670449883
16135616,1670449739
16135604,1670449595
16135592,1670449451
16135580,1670449307
16135568,1670449163
16135557,1670449019
16135545,1670448875
16135533,1670448731
16135521,1670448587
16135509,1670448443
16135497,1670448299
16135485,1670448155
16135473,1670448011
16135461,1670447867
16135449,1670447723
16135437,1670447579
16135425,1670447435
16135412,1670447279
16135400,1670447135
16135388,1670446991
16135376,1670446847
16135364,1670446703
16135352,1670446559
16135340,1670446415
16135328,1670446271
16135316,1670446127
16135304,1670445983
16135292,1670445839
16135280,1670445695
16135268,1670445551
16135256,1670445407
16135244,1670445263
16135232,1670445119
16135220,1670444975
16135208,1670444831
16135196,1670444687
16135184,1670444543
16135172,1670444399
16135160,1670444255
16135148,1670444111
16135136,1670443967
16135124,1670443823
16135112,1670443679
16135100,1670443535
16135088,1670443391
16135076,1670443247
16135065,1670443103
16135053,1670442959
16135041,1670442815
16135029,1670442671
16135017,1670442527
16135006,1670442395
16134994,1670442251
16134982,1670442107
16134970,1670441963
16134958,1670441819
16134947,1670441675
16134935,1670441531
16134923,1670441387
16134911,1670441243
16134900,1670441111
16134888,1670440967
16134876,1670440823
16134864,1670440679
16134852,1670440535
16134840,1670440391
16134828,1670440247
16134816,1670440103
16134804,1670439959
16134792,1670439815
16134780,1670439671
16087222,1669864739
16087210,1669864595
16087199,1669864463
16087188,1669864319
16087176,1669864175
16087164,1669864031
16087152,1669863887
16087140,1669863743
16087128,1669863599
16087116,1669863455
16087104,1669863311
16087092,1669863167
16087080,1669863023
16087068,1669862879
16087056,1669862735
16087044,1669862591
16087032,1669862447
16087020,1669862303
16087008,1669862159
16086996,1669862015
16086984,1669861871
16086972,1669861727
16086960,1669861583
16086948,1669861439
16086936,1669861295
16086924,1669861151
16086912,1669861007
16086900,1669860863
16086888,1669860719
16086876,1669860575
16086864,1669860431
16086852,1669860287
16086840,1669860143
16086828,1669859999
16086817,1669859867
16086804,1669859711
16086792,1669859567
16086780,1669859423
16086768,1669859279
16086756,1669859135
16086744,1669858991
16086732,1669858847
16086721,1669858703
16086709,1669858559
16086697,1669858415
16086686,1669858283
16086674,1669858139
16086662,1669857995
16086650,1669857851
16086638,1669857707
16086626,1669857563
16086615,1669857431
16086603,1669857287
16086591,1669857143
16086580,1669857011
16086568,1669856867
16086556,1669856723
16086544,1669856579
16086531,1669856423
16086519,1669856279
16086507,1669856135
16086495,1669855991
16086482,1669855835
16086470,1669855691
16086458,1669855547
16086446,1669855403
16086434,1669855259
16086424,1669855115
16086411,1669854959
16086400,1669854827
16086388,1669854683
16086377,1669854539
16086365,1669854395
16086353,1669854251
16086341,1669854107
16086329,1669853963
16086317,1669853819
16086305,1669853675
16086293,1669853531
16086281,1669853387
16086269,1669853243
16086258,1669853099
16086246,1669852955
16086234,1669852811
16086222,1669852667
16086210,1669852523
16086198,1669852379
16086186,1669852235
16086174,1669852091
16086162,1669851947
16086150,1669851803
16086138,1669851659
16086126,1669851515
16086114,1669851371
16086102,1669851227
16086090,1669851083
16086079,1669850939
16086068,1669850795
16086056,1669850651
16086044,1669850507
16178856,1670971703
16178844,1670971559
16178832,1670971415
16178821,1670971283
16178810,1670971139
16178798,1670970995
16178786,1670970851
16178775,1670970707
16178763,1670970563
16178751,1670970419
16178739,1670970275
16178727,1670970131
16178715,1670969987
16178704,1670969855
16178692,1670969711
16178680,1670969567
16178668,1670969423
16178656,1670969279
16178644,1670969135
16178632,1670968991
16178620,1670968847
16178608,1670968703
16178596,1670968559
16178584,1670968415
16178572,1670968271
16178560,1670968127
16178549,1670967983
16178537,1670967839
16178525,1670967695
16178513,1670967551
16178501,1670967407
16178489,1670967263
16178477,1670967119
16178465,1670966963
16178453,1670966819
16178442,1670966687
16178430,1670966543
16178418,1670966399
16178407,1670966255
16178395,1670966111
16178383,1670965967
16178371,1670965823
16178359,1670965679
16178347,1670965535
16178336,1670965403
16178324,1670965259
16178312,1670965115
16178300,1670964971
16178288,1670964827
16178276,1670964683
16178264,1670964539
16178252,1670964395
16178240,1670964251
16178229,1670964119
16178217,1670963975
16178205,1670963831
16178193,1670963687
16178181,1670963543
16178170,1670963399
16178158,1670963255
16178147,1670963123
16178135,1670962979
16178123,1670962835
16178111,1670962691
16178099,1670962547
16178087,1670962403
16178075,1670962259
16178063,1670962115
16178051,1670961971
16178039,1670961827
16178028,1670961695
16178016,1670961551
16178004,1670961407
16177992,1670961263
16177980,1670961119
16177968,1670960975
16177957,1670960831
16177946,1670960699
16177934,1670960555
16177922,1670960411
16177910,1670960267
16177898,1670960123
16177886,1670959979
16177874,1670959835
16177862,1670959691
16177850,1670959547
16177838,1670959403
16177826,1670959259
16177814,1670959115
16177802,1670958971
16177790,1670958827
16177778,1670958683
16177766,1670958539
16177754,1670958395
16177742,1670958251
16177730,1670958107
16177718,1670957963
16177706,1670957819
16177694,1670957675
16177682,1670957531
16099167,1670008751
16099155,1670008607
16099143,1670008463
16099132,1670008319
16099119,1670008163
16099107,1670008019
16099095,1670007875
16099088,1670007791
16099084,1670007743
16099082,1670007719
16099080,1670007695
16099078,1670007671
16099076,1670007647
16099029,1670007083
16099017,1670006939
16099005,1670006795
16098993,1670006651
16098981,1670006507
16098969,1670006363
16098958,1670006219
16098946,1670006075
16098934,1670005931
16098922,1670005787
16098911,1670005655
16098899,1670005511
16098887,1670005367
16098875,1670005223
16098863,1670005079
16098851,1670004935
16098839,1670004791
16098827,1670004647
16098815,1670004503
16098803,1670004359
16098791,1670004215
16098779,1670004071
16098767,1670003927
16098755,1670003783
16098743,1670003639
16098731,1670003495
16098719,1670003351
16098707,1670003207
16098695,1670003063
16098683,1670002919
16098670,1670002763
16098658,1670002619
16098646,1670002475
16098635,1670002343
16098623,1670002199
16098611,1670002055
16098600,1670001911
16098588,1670001767
16098576,1670001623
16098564,1670001479
16098552,1670001335
16098540,1670001191
16098527,1670001035
16098515,1670000891
16098504,1670000747
16098492,1670000603
16098480,1670000459
16098468,1670000315
16098456,1670000171
16098444,1670000027
16098432,1669999883
16098420,1669999739
16098408,1669999595
16098397,1669999463
16098385,1669999319
16098373,1669999175
16098361,1669999031
16098349,1669998887
16098337,1669998743
16098325,1669998599
16098314,1669998455
16098302,1669998311
16098290,1669998167
16098278,1669998023
16098266,1669997879
16098254,1669997735
16098242,1669997591
16098230,1669997447
16098218,1669997303
16098206,1669997159
16098194,1669997015
16098182,1669996871
16098171,1669996727
16098159,1669996583
16098147,1669996439
16098135,1669996295
16098123,1669996151
16098111,1669996007
16098099,1669995863
16098087,1669995719
16098075,1669995575
16098063,1669995431
16098051,1669995287
16098039,1669995143
16098027,1669994999
16098015,1669994855
16098003,1669994711
15228600,1658979378
15228598,1658979365
15228515,1658978491
15228477,1658977938
15228467,1658977781
15228444,1658977479
15228422,1658977075
15228413,1658977013
15228374,1658976482
15228370,1658976403
15228352,1658975970
15228305,1658975427
15228185,1658974009
15228144,1658973462
15228130,1658973324
15227902,1658970333
15227837,1658969533
15227584,1658965815
15227452,1658963944
15227258,1658961235
15227258,1658961235
15227214,1658960705
15227123,1658959571
15226902,1658956299
15226891,1658956207
15226890,1658956185
15226889,1658956143
15226888,1658956131
15226886,1658956096
15226883,1658956056
15226879,1658955999
15226877,1658955975
15226876,1658955963
15226859,1658955725
15226738,1658954262
15226709,1658953860
15226684,1658953544
15226615,1658952582
15226592,1658952321
15226431,1658950543
15226401,1658950136
15226233,1658948121
15226195,1658947589
15226025,1658945307
15225977,1658944611
15225939,1658944106
15225923,1658943793
15225919,1658943698
15225894,1658943400
15225771,1658941889
15225755,1658941560
15225277,1658934867
15225132,1658932835
15225031,1658931481
15224889,1658929630
15224885,1658929563
15224854,1658929110
15224828,1658928813
15224713,1658927117
15224683,1658926658
15224641,1658926142
15224575,1658925404
15224569,1658925242
15224537,1658924893
15224486,1658924189
15224480,1658924095
15224441,1658923530
15224430,1658923435
15224407,1658923143
15224403,1658923103
15224399,1658922990
15224384,1658922702
15224374,1658922610
15224372,1658922589
15224346,1658922275
15224317,1658921889
15224296,1658921577
15224269,1658921188
15224244,1658920877
15224224,1658920577
15224197,1658920167
15224171,1658919874
15224165,1658919817
15224154,1658919676
15224048,1658918362
15224022,1658918077
15223996,1658917766
15223971,1658917444
15223917,1658916719
15223810,1658915318
15223774,1658914939
15223771,1658914905
15223760,1658914754
15223718,1658914248
15223693,1658913837
15223617,1658912943
15223597,1658912566
15223590,1658912508
15223509,1658911529
15223495,1658911330
15088044,1657098736
15087750,1657094320
15087696,1657093357
15087696,1657093357
15087696,1657093357
15087672,1657093072
15087597,1657092189
15087548,1657091681
15087411,1657089794
15086979,1657084093
15086834,1657081954
15086555,1657077832
15086372,1657075728
15085388,1657062355
15085272,1657060765
15085090,1657058344
15084705,1657052729
15084545,1657050604
15084427,1657049055
15084396,1657048676
15084396,1657048676
15084215,1657046594
15083775,1657040833
15083621,1657038950
15083593,1657038465
15083377,1657035536
15083260,1657033819
15083260,1657033819
15083006,1657030487
15083005,1657030482
15082971,1657030006
15082900,1657029125
15082877,1657028867
15082816,1657028105
15082617,1657025372
15082533,1657024279
15082525,1657024233
15082525,1657024233
15082371,1657022399
15082308,1657021644
15082228,1657020540
15082007,1657017801
15081874,1657015883
15081817,1657015206
15081799,1657014905
15081725,1657013982
15081650,1657012991
15081537,1657011593
15081395,1657009566
15081051,1657004953
15080977,1657003765
15080969,1657003630
15080967,1657003609
15080966,1657003601
15080965,1657003567
15080965,1657003567
15080964,1657003565
15080964,1657003565
15080962,1657003494
15080962,1657003494
15080961,1657003449
15080926,1657003025
15080879,1657002514
15080874,1657002389
15080814,1657001492
15080787,1657001114
15080778,1657000953
15080765,1657000815
15080739,1657000412
15080674,1656999593
15080580,1656998159
15080436,1656996278
15079148,1656979296
15079148,1656979296
15079013,1656977409
15078999,1656977091
15078651,1656972379
15078519,1656970513
15078519,1656970513
15078516,1656970473
15078490,1656970147
15078467,1656969882
15078386,1656968755
15078346,1656968162
15078285,1656967460
15078262,1656967052
15078240,1656966774
15077582,1656958026
15077582,1656958026
15077449,1656956221
15077423,1656955900
15077292,1656954101
15077279,1656953975
15077279,1656953975
15077271,1656953925
15077266,1656953800
15077265,1656953793
15077259,1656953743
15077254,1656953694
15077249,1656953666
16156230,1670698523
16156218,1670698379
16156206,1670698235
16156195,1670698103
16156183,1670697959
16156171,1670697815
16156159,1670697671
16156147,1670697527
16156136,1670697383
16156124,1670697239
16156112,1670697095
16156101,1670696963
16156089,1670696819
16156077,1670696675
16156065,1670696531
16156054,1670696387
16156042,1670696243
16156030,1670696099
16156018,1670695955
16156006,1670695811
16155994,1670695667
16155982,1670695523
16155969,1670695367
16155957,1670695223
16155945,1670695079
16155933,1670694935
16155921,1670694791
16155909,1670694647
16155897,1670694503
16155885,1670694359
16155874,1670694215
16155862,1670694071
16155851,1670693939
16155839,1670693795
16155828,1670693651
16155816,1670693507
16155804,1670693363
16155792,1670693219
16155780,1670693075
16155768,1670692931
16155756,1670692787
16155743,1670692631
16155731,1670692487
16155719,1670692343
16155707,1670692199
16155695,1670692055
16155683,1670691911
16155671,1670691767
16155659,1670691623
16155647,1670691479
16155635,1670691335
16155623,1670691191
16155611,1670691047
16155599,1670690903
16155587,1670690759
16155575,1670690615
16155563,1670690471
16155550,1670690315
16155537,1670690159
16155525,1670690015
16155513,1670689871
16155502,1670689739
16155490,1670689595
16155478,1670689451
16155466,1670689307
16155454,1670689163
16155442,1670689019
16155430,1670688875
16155419,1670688743
16155407,1670688599
16155395,1670688455
16155383,1670688311
16155371,1670688167
16155359,1670688023
16155347,1670687879
16155335,1670687735
16155323,1670687591
16155311,1670687447
16155299,1670687303
16155287,1670687159
16155275,1670687015
16155263,1670686871
16155251,1670686727
16155239,1670686583
16155227,1670686439
16155215,1670686295
16155204,1670686151
16155192,1670686007
16155180,1670685863
16155168,1670685719
16155156,1670685575
16155145,1670685431
16155133,1670685287
16155121,1670685143
16155109,1670684999
16155097,1670684855
16155085,1670684711
16155073,1670684567
16155062,1670684435
16155050,1670684291
16128907,1670367719
16128895,1670367575
16128883,1670367431
16128871,1670367287
16128859,1670367143
16128847,1670366999
16128835,1670366855
16128823,1670366711
16128810,1670366555
16128798,1670366411
16128786,1670366267
16128773,1670366111
16128761,1670365967
16128749,1670365823
16128737,1670365679
16128725,1670365535
16128713,1670365391
16128701,1670365247
16128689,1670365103
16128677,1670364959
16128665,1670364815
16128653,1670364671
16128641,1670364527
16128629,1670364383
16128617,1670364239
16128605,1670364095
16128593,1670363951
16128581,1670363807
16128569,1670363663
16128558,1670363531
16128546,1670363387
16128534,1670363243
16128522,1670363099
16128510,1670362955
16128498,1670362811
16128486,1670362667
16128474,1670362523
16128462,1670362379
16128450,1670362235
16128438,1670362091
16128426,1670361947
16128414,1670361803
16128402,1670361659
16128390,1670361515
16128379,1670361371
16128367,1670361227
16128360,1670361143
16128356,1670361095
16128354,1670361071
16128352,1670361047
16128351,1670361035
16128350,1670361023
16128349,1670361011
16128292,1670360315
16128280,1670360171
16128268,1670360027
16128256,1670359883
16128244,1670359739
16128232,1670359595
16128220,1670359451
16128208,1670359307
16128196,1670359163
16128184,1670359019
16128172,1670358875
16128160,1670358719
16128148,1670358575
16128136,1670358431
16128124,1670358287
16128112,1670358143
16128100,1670357999
16128088,1670357855
16128077,1670357711
16128065,1670357567
16128053,1670357423
16128040,1670357267
16128028,1670357123
16128016,1670356979
16128004,1670356835
16127992,1670356691
16127980,1670356547
16127968,1670356403
16127956,1670356259
16127944,1670356115
16127932,1670355971
16127920,1670355827
16127908,1670355683
16127896,1670355539
16127884,1670355395
16127872,1670355251
16127860,1670355107
16127848,1670354963
16127836,1670354819
16127824,1670354675
16127812,1670354531
16127800,1670354387
16127788,1670354243
16127776,1670354099
16127764,1670353955
16127753,1670353823
16127741,1670353679
16183775,1671031067
16183763,1671030923
16183751,1671030779
16183739,1671030635
16183727,1671030491
16183715,1671030347
16183703,1671030203
16183691,1671030059
16183679,1671029915
16183667,1671029771
16183655,1671029627
16183643,1671029483
16183637,1671029411
16183633,1671029363
16183631,1671029339
16183629,1671029315
16183628,1671029303
16183627,1671029291
16183626,1671029279
16183394,1671026495
16183382,1671026351
16183371,1671026207
16183360,1671026063
16183348,1671025919
16183335,1671025763
16183323,1671025619
16183311,1671025475
16183299,1671025331
16183288,1671025199
16183276,1671025055
16183264,1671024911
16183252,1671024767
16183242,1671024623
16183230,1671024479
16183218,1671024335
16183206,1671024191
16183195,1671024047
16183183,1671023903
16183171,1671023759
16183159,1671023615
16183147,1671023471
16183135,1671023327
16183123,1671023183
16183111,1671023039
16183099,1671022895
16183087,1671022751
16183074,1671022595
16183062,1671022451
16183050,1671022307
16183038,1671022163
16183028,1671022031
16183016,1671021887
16183004,1671021743
16182992,1671021599
16182980,1671021455
16182968,1671021311
16182956,1671021167
16182944,1671021023
16182932,1671020879
16182920,1671020735
16182908,1671020591
16182896,1671020447
16182884,1671020303
16182872,1671020159
16182860,1671020015
16182848,1671019871
16182836,1671019727
16182824,1671019583
16182812,1671019439
16182800,1671019295
16182789,1671019163
16182777,1671019019
16182765,1671018875
16182753,1671018731
16182741,1671018587
16182729,1671018443
16182717,1671018299
16182705,1671018155
16182694,1671018023
16182682,1671017879
16182670,1671017735
16182658,1671017591
16182646,1671017447
16182634,1671017303
16182623,1671017159
16182612,1671017015
16182600,1671016871
16182588,1671016727
16182575,1671016571
16182564,1671016439
16182552,1671016295
16182540,1671016151
16182528,1671016007
16182516,1671015863
16182504,1671015719
16182492,1671015575
16182480,1671015431
16182469,1671015299
16182457,1671015155
16182445,1671015011
16168133,1670842151
16168121,1670842007
16168109,1670841863
16168097,1670841719
16168084,1670841563
16168074,1670841419
16168062,1670841275
16168050,1670841131
16168038,1670840987
16168026,1670840843
16168014,1670840699
16168002,1670840555
16167990,1670840411
16167978,1670840267
16167966,1670840123
16167955,1670839979
16167943,1670839835
16167931,1670839691
16167919,1670839547
16167907,1670839403
16167896,1670839259
16167884,1670839115
16167872,1670838971
16167860,1670838827
16167848,1670838683
16167838,1670838551
16167826,1670838407
16167815,1670838263
16167804,1670838119
16167791,1670837963
16167779,1670837819
16167768,1670837675
16167756,1670837531
16167744,1670837387
16167732,1670837243
16167720,1670837099
16167708,1670836955
16167696,1670836811
16167684,1670836667
16167672,1670836523
16167660,1670836379
16167648,1670836235
16167636,1670836091
16167624,1670835947
16167612,1670835803
16167600,1670835659
16167588,1670835515
16167576,1670835371
16167564,1670835227
16167552,1670835083
16167540,1670834939
16167528,1670834795
16167517,1670834651
16167505,1670834507
16167493,1670834363
16167482,1670834231
16167470,1670834087
16167458,1670833943
16167446,1670833799
16167434,1670833655
16167422,1670833511
16167410,1670833367
16167397,1670833211
16167385,1670833067
16167373,1670832923
16167361,1670832779
16167349,1670832635
16167337,1670832491
16167324,1670832335
16167312,1670832191
16167300,1670832047
16167288,1670831903
16167276,1670831759
16167264,1670831615
16167252,1670831471
16167240,1670831327
16167228,1670831183
16167216,1670831039
16167204,1670830895
16167192,1670830751
16167180,1670830607
16167168,1670830463
16167156,1670830319
16167144,1670830175
16167132,1670830031
16167120,1670829887
16167108,1670829743
16167097,1670829611
16167086,1670829467
16167074,1670829323
16167063,1670829179
16167051,1670829035
16167039,1670828891
16167027,1670828747
16167015,1670828603
16167003,1670828459
16166992,1670828327
16166980,1670828183
16166968,1670828039
16166956,1670827895
14566099,1649703335
14565882,1649700184
14565235,1649691447
14564001,1649674661
14563693,1649670540
14563310,1649665421
14562990,1649660998
14562735,1649657964
14561724,1649644273
14561052,1649635623
14561027,1649635336
14560863,1649633160
14560016,1649621487
14556864,1649579101
14556780,1649577988
14556672,1649576364
14555874,1649565506
14554819,1649551567
14554783,1649551057
14553227,1649529844
14553055,1649527740
14552961,1649526337
14552175,1649516272
14551561,1649508155
14551480,1649507039
14551453,1649506635
14549184,1649475839
14548693,1649469762
14547802,1649457092
14547716,1649455943
14547594,1649454064
14547170,1649448383
14546641,1649441033
14546635,1649440917
14546585,1649440430
14546451,1649438370
14545508,1649425890
14545303,1649423328
14544962,1649418808
14544578,1649413776
14543824,1649403121
14543697,1649401319
14542678,1649387305
14542583,1649386232
14541188,1649366841
14539649,1649347014
14539235,1649340997
14539123,1649339624
14539120,1649339578
14539072,1649338996
14538992,1649337758
14538961,1649337395
14538710,1649334313
14537791,1649321710
14537744,1649321014
14537603,1649318890
14537513,1649317497
14537399,1649315987
14536502,1649304337
14536291,1649301620
14536135,1649299506
14535895,1649295754
14535798,1649294516
14535663,1649292575
14535396,1649289161
14534635,1649279008
14534600,1649278557
14533909,1649269949
14533714,1649267220
14533683,1649266828
14533068,1649258321
14533039,1649257783
14532989,1649256988
14532082,1649244648
14531636,1649238603
14531222,1649232756
14530994,1649230027
14530965,1649229646
14530909,1649228844
14530863,1649228160
14529994,1649216393
14529420,1649208464
14529274,1649206633
14528848,1649200906
14528272,1649193012
14528250,1649192690
14526324,1649166956
14526135,1649164651
14525966,1649162665
14525212,1649152411
14524111,1649137348
14523860,1649134014
14523850,1649133834
14523841,1649133730
14521839,1649106498
14521470,1649101608
14521294,1649099096
14520930,1649094275
14520519,1649088846
14520279,1649085724
15077242,1656953612
15077241,1656953591
15077099,1656951887
15077099,1656951887
15076948,1656949893
15076840,1656948465
15076586,1656944947
15076585,1656944939
15076431,1656943023
15076274,1656940850
15076147,1656939115
15076146,1656939107
15076128,1656938842
15075993,1656936872
15075988,1656936843
15075951,1656936338
15075923,1656936036
15075886,1656935607
15075862,1656935326
15075841,1656935026
15075765,1656934039
15075764,1656934019
15075487,1656930392
15075447,1656929900
15075044,1656925037
15075032,1656924889
15074951,1656923762
15074949,1656923706
15074942,1656923652
15074926,1656923457
15074754,1656921044
15074723,1656920642
15074669,1656919774
15074517,1656917827
15074495,1656917573
15074349,1656915784
15074255,1656914523
15074116,1656912238
15074108,1656912085
15074081,1656911727
15073988,1656910305
15073960,1656909961
15073918,1656909376
15073898,1656909098
15073751,1656907084
15073732,1656906874
15073702,1656906491
15073612,1656905185
15073554,1656904361
15073108,1656898330
15072699,1656892693
15072665,1656892231
15072664,1656892230
15072652,1656892036
15072650,1656892022
15072559,1656890868
15072538,1656890497
15072527,1656890292
15072418,1656889013
15072396,1656888731
15072396,1656888731
15072393,1656888656
15072253,1656886852
15072145,1656885460
15072103,1656884889
15072079,1656884605
15072073,1656884534
15072052,1656884311
15071930,1656882589
15071906,1656882164
15071179,1656872844
15070450,1656862934
15070437,1656862689
15070230,1656859878
15070201,1656859378
15070191,1656859308
15070180,1656859133
15070136,1656858569
15070135,1656858488
15070133,1656858464
15070132,1656858446
15070131,1656858442
15070131,1656858442
15070032,1656856969
15070022,1656856814
15069792,1656853846
15069778,1656853768
15069761,1656853350
15069739,1656853052
15069737,1656853012
15069736,1656853004
15069715,1656852777
15069700,1656852671
15069698,1656852640
15069690,1656852530
15069672,1656852320
15069651,1656852027
15069574,1656851007
15069574,1656851007
15069569,1656850979
15258001,1659374941
15257982,1659374649
15257967,1659374396
15257912,1659373689
15257891,1659373429
15257866,1659373093
15257842,1659372686
15257829,1659372358
15257796,1659372006
15257760,1659371488
15257720,1659370877
15257701,1659370569
15257697,1659370545
15257674,1659370267
15257672,1659370232
15257657,1659370031
15257645,1659369868
15257617,1659369549
15257599,1659369263
15257585,1659369094
15257563,1659368701
15257561,1659368669
15257479,1659367756
15257479,1659367756
15257458,1659367456
15257420,1659366893
15257419,1659366850
15257397,1659366570
15257380,1659366228
15257376,1659366146
15257364,1659365938
15257356,1659365847
15257355,1659365844
15257355,1659365844
15257337,1659365552
15257321,1659365329
15257304,1659365160
15257303,1659365147
15257294,1659365049
15257287,1659364999
15257279,1659364894
15257264,1659364746
15257259,1659364669
15257241,1659364447
15257238,1659364384
15257206,1659363887
15257199,1659363842
15257175,1659363539
15257140,1659363148
15257138,1659363132
15257070,1659362337
15257057,1659362238
15257057,1659362238
15257055,1659362211
15257035,1659361918
15257012,1659361607
15257010,1659361591
15257001,1659361525
15256942,1659360861
15256935,1659360735
15256931,1659360616
15256911,1659360326
15256911,1659360326
15256906,1659360279
15256904,1659360254
15256879,1659359914
15256857,1659359621
15256855,1659359590
15256847,1659359513
15256840,1659359398
15256834,1659359314
15256827,1659359216
15256802,1659358885
15256801,1659358870
15256782,1659358592
15256770,1659358493
15256767,1659358453
15256763,1659358410
15256721,1659357900
15256717,1659357811
15256712,1659357707
15256684,1659357315
15256666,1659356991
15256632,1659356584
15256615,1659356305
15256597,1659356004
15256569,1659355597
15256510,1659354947
15256498,1659354835
15256492,1659354796
15256491,1659354790
15256471,1659354475
15256418,1659353794
15256413,1659353748
15256412,1659353708
15256410,1659353705
15256409,1659353703
15256405,1659353609
15256381,1659353379
15256355,1659353114
16131233,1670396519
16131221,1670396375
16131210,1670396231
16131198,1670396087
16131186,1670395943
16131175,1670395799
16131163,1670395655
16131151,1670395511
16131139,1670395367
16131129,1670395223
16131117,1670395079
16131107,1670394947
16131095,1670394803
16131082,1670394647
16131070,1670394503
16131058,1670394359
16131047,1670394215
16131035,1670394071
16131023,1670393927
16131013,1670393783
16131002,1670393639
16130990,1670393495
16130978,1670393339
16130967,1670393195
16130955,1670393051
16130944,1670392907
16130932,1670392763
16130920,1670392619
16130909,1670392475
16130897,1670392331
16130886,1670392187
16130874,1670392043
16130864,1670391899
16130853,1670391755
16130842,1670391611
16130832,1670391467
16130821,1670391323
16130810,1670391179
16130798,1670391035
16130787,1670390891
16130775,1670390747
16130763,1670390603
16130751,1670390459
16130739,1670390315
16130727,1670390171
16130715,1670390027
16130703,1670389883
16130691,1670389739
16130682,1670389595
16130670,1670389451
16130659,1670389307
16130647,1670389163
16130635,1670389019
16130623,1670388875
16130612,1670388731
16130600,1670388587
16130588,1670388443
16130578,1670388311
16130566,1670388167
16130554,1670388023
16130543,1670387879
16130531,1670387735
16130520,1670387591
16130509,1670387459
16130498,1670387315
16130486,1670387171
16130474,1670387027
16130462,1670386883
16130450,1670386739
16130438,1670386595
16130427,1670386463
16130415,1670386319
16130404,1670386175
16130392,1670386031
16130380,1670385887
16130369,1670385743
16130358,1670385599
16130346,1670385455
16130334,1670385311
16130323,1670385167
16130313,1670385023
16130301,1670384879
16130289,1670384735
16130277,1670384591
16130265,1670384447
16130254,1670384303
16130243,1670384159
16130231,1670384015
16130219,1670383871
16130207,1670383715
16130195,1670383571
16130183,1670383415
16130172,1670383271
16130160,1670383127
16130148,1670382983
16130136,1670382839
16130126,1670382695
16130114,1670382551
16130102,1670382407
16130091,1670382263
16102748,1670051927
16102737,1670051783
16102725,1670051639
16102713,1670051483
16102701,1670051339
16102689,1670051195
16102677,1670051051
16102665,1670050907
16102653,1670050763
16102641,1670050619
16102629,1670050475
16102617,1670050331
16102605,1670050187
16102593,1670050043
16102581,1670049899
16102569,1670049755
16102557,1670049599
16102545,1670049455
16102533,1670049311
16102521,1670049167
16102509,1670049023
16102497,1670048879
16102485,1670048735
16102473,1670048591
16102461,1670048447
16102449,1670048303
16102437,1670048159
16102425,1670048015
16102413,1670047871
16102401,1670047727
16102389,1670047583
16102378,1670047439
16102366,1670047295
16102354,1670047151
16102342,1670047007
16102330,1670046863
16102318,1670046719
16102306,1670046575
16102294,1670046431
16102282,1670046287
16102270,1670046143
16102258,1670045999
16102247,1670045867
16102235,1670045723
16102223,1670045579
16102210,1670045423
16102198,1670045279
16102186,1670045135
16102174,1670044991
16102162,1670044847
16102150,1670044703
16102138,1670044559
16102126,1670044415
16102114,1670044271
16102102,1670044127
16102090,1670043983
16102078,1670043839
16102065,1670043683
16102053,1670043539
16102041,1670043395
16102029,1670043251
16102017,1670043107
16102005,1670042963
16101993,1670042819
16101981,1670042675
16101969,1670042531
16101957,1670042387
16101945,1670042243
16101933,1670042099
16101921,1670041955
16101909,1670041811
16101897,1670041667
16101884,1670041511
16101872,1670041367
16101860,1670041223
16101848,1670041079
16101836,1670040935
16101824,1670040791
16101812,1670040647
16101799,1670040491
16101787,1670040347
16101775,1670040203
16101763,1670040059
16101751,1670039915
16101739,1670039771
16101727,1670039627
